sample_id,category,evidence,label,counterfactual_labels
INFOSTEALER_005,Infostealer,"[{'eid': 'E1', 'etype': 'credential_access', 'text': 'Enumerated browser profiles and attempted to decrypt stored credentials.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Collected cookies, session tokens, and autofill data from browser storage.'}, {'eid': 'E3', 'etype': 'exfiltration', 'text': 'Posted an archive of collected artifacts to a remote endpoint over HTTP.'}, {'eid': 'E4', 'etype': 'persistence', 'text': 'Added a Run key for periodic execution.'}, {'eid': 'E5', 'etype': 'c2', 'text': 'Queried a remote endpoint for configuration and exfil destinations.'}]",Infostealer,"{'modify_c2': 'Infostealer', 'remove_persistence': 'Infostealer', 'remove_credential_access': 'Benign'}"
INFOSTEALER_006,Infostealer,"[{'eid': 'E1', 'etype': 'credential_access', 'text': 'Accessed browser credential stores and attempted to extract saved passwords.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Enumerated local files for common secrets (wallets, tokens) and staged them for upload.'}, {'eid': 'E3', 'etype': 'exfiltration', 'text': 'Uploaded staged archives via HTTPS POST; payload contained credential-related artifacts.'}, {'eid': 'E4', 'etype': 'persistence', 'text': 'Installed a user-level autostart entry for persistence.'}, {'eid': 'E5', 'etype': 'c2', 'text': 'Issued periodic requests to a controller endpoint to obtain tasking and upload URLs.'}]",Infostealer,"{'modify_c2': 'Infostealer', 'remove_persistence': 'Infostealer', 'remove_credential_access': 'Benign'}"
INFOSTEALER_007,Infostealer,"[{'eid': 'E1', 'etype': 'credential_access', 'text': 'Enumerated browser profiles and attempted to decrypt stored credentials.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Enumerated local files for common secrets (wallets, tokens) and staged them for upload.'}, {'eid': 'E3', 'etype': 'exfiltration', 'text': 'Posted an archive of collected artifacts to a remote endpoint over HTTP.'}, {'eid': 'E4', 'etype': 'persistence', 'text': 'Created a scheduled task to execute every 30 minutes.'}, {'eid': 'E5', 'etype': 'c2', 'text': 'Queried a remote endpoint for configuration and exfil destinations.'}]",Infostealer,"{'modify_c2': 'Infostealer', 'remove_persistence': 'Infostealer', 'remove_credential_access': 'Benign'}"
INFOSTEALER_008,Infostealer,"[{'eid': 'E1', 'etype': 'credential_access', 'text': 'Enumerated browser profiles and attempted to decrypt stored credentials.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Collected cookies, session tokens, and autofill data from browser storage.'}, {'eid': 'E3', 'etype': 'exfiltration', 'text': 'Posted an archive of collected artifacts to a remote endpoint over HTTP.'}, {'eid': 'E4', 'etype': 'persistence', 'text': 'Installed a user-level autostart entry for persistence.'}, {'eid': 'E5', 'etype': 'c2', 'text': 'Issued periodic requests to a controller endpoint to obtain tasking and upload URLs.'}]",Infostealer,"{'modify_c2': 'Infostealer', 'remove_persistence': 'Infostealer', 'remove_credential_access': 'Benign'}"
INFOSTEALER_009,Infostealer,"[{'eid': 'E1', 'etype': 'credential_access', 'text': 'Enumerated browser profiles and attempted to decrypt stored credentials.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Enumerated local files for common secrets (wallets, tokens) and staged them for upload.'}, {'eid': 'E3', 'etype': 'exfiltration', 'text': 'Compressed collected data and transmitted via HTTP multipart POST to an external endpoint.'}, {'eid': 'E4', 'etype': 'persistence', 'text': 'Added a Run key for periodic execution.'}, {'eid': 'E5', 'etype': 'c2', 'text': 'Issued periodic requests to a controller endpoint to obtain tasking and upload URLs.'}]",Infostealer,"{'modify_c2': 'Infostealer', 'remove_persistence': 'Infostealer', 'remove_credential_access': 'Benign'}"
INFOSTEALER_010,Infostealer,"[{'eid': 'E1', 'etype': 'credential_access', 'text': 'Accessed browser credential stores and attempted to extract saved passwords.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Enumerated local files for common secrets (wallets, tokens) and staged them for upload.'}, {'eid': 'E3', 'etype': 'exfiltration', 'text': 'Compressed collected data and transmitted via HTTP multipart POST to an external endpoint.'}, {'eid': 'E4', 'etype': 'persistence', 'text': 'Installed a user-level autostart entry for persistence.'}, {'eid': 'E5', 'etype': 'c2', 'text': 'Queried a remote endpoint for configuration and exfil destinations.'}]",Infostealer,"{'modify_c2': 'Infostealer', 'remove_persistence': 'Infostealer', 'remove_credential_access': 'Benign'}"
INFOSTEALER_011,Infostealer,"[{'eid': 'E1', 'etype': 'credential_access', 'text': 'Read login data from Chromium profile directories; queried credential databases.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Searched for credential artifacts and staged them into a temporary archive.'}, {'eid': 'E3', 'etype': 'exfiltration', 'text': 'Compressed collected data and transmitted via HTTP multipart POST to an external endpoint.'}, {'eid': 'E4', 'etype': 'persistence', 'text': 'Installed a user-level autostart entry for persistence.'}, {'eid': 'E5', 'etype': 'c2', 'text': 'Connected to a remote endpoint to fetch exfiltration parameters and upload paths.'}]",Infostealer,"{'modify_c2': 'Infostealer', 'remove_persistence': 'Infostealer', 'remove_credential_access': 'Benign'}"
INFOSTEALER_012,Infostealer,"[{'eid': 'E1', 'etype': 'credential_access', 'text': 'Enumerated browser profiles and attempted to decrypt stored credentials.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Enumerated local files for common secrets (wallets, tokens) and staged them for upload.'}, {'eid': 'E3', 'etype': 'exfiltration', 'text': 'Posted an archive of collected artifacts to a remote endpoint over HTTP.'}, {'eid': 'E4', 'etype': 'persistence', 'text': 'Installed a user-level autostart entry for persistence.'}, {'eid': 'E5', 'etype': 'c2', 'text': 'Queried a remote endpoint for configuration and exfil destinations.'}]",Infostealer,"{'modify_c2': 'Infostealer', 'remove_persistence': 'Infostealer', 'remove_credential_access': 'Benign'}"
INFOSTEALER_013,Infostealer,"[{'eid': 'E1', 'etype': 'credential_access', 'text': 'Accessed browser credential stores and attempted to extract saved passwords.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Collected cookies, session tokens, and autofill data from browser storage.'}, {'eid': 'E3', 'etype': 'exfiltration', 'text': 'Uploaded staged archives via HTTPS POST; payload contained credential-related artifacts.'}, {'eid': 'E4', 'etype': 'persistence', 'text': 'Created a scheduled task to execute every 30 minutes.'}, {'eid': 'E5', 'etype': 'c2', 'text': 'Queried a remote endpoint for configuration and exfil destinations.'}]",Infostealer,"{'modify_c2': 'Infostealer', 'remove_persistence': 'Infostealer', 'remove_credential_access': 'Benign'}"
INFOSTEALER_014,Infostealer,"[{'eid': 'E1', 'etype': 'credential_access', 'text': 'Enumerated browser profiles and attempted to decrypt stored credentials.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Collected cookies, session tokens, and autofill data from browser storage.'}, {'eid': 'E3', 'etype': 'exfiltration', 'text': 'Posted an archive of collected artifacts to a remote endpoint over HTTP.'}, {'eid': 'E4', 'etype': 'persistence', 'text': 'Added a Run key for periodic execution.'}, {'eid': 'E5', 'etype': 'c2', 'text': 'Issued periodic requests to a controller endpoint to obtain tasking and upload URLs.'}]",Infostealer,"{'modify_c2': 'Infostealer', 'remove_persistence': 'Infostealer', 'remove_credential_access': 'Benign'}"
INFOSTEALER_015,Infostealer,"[{'eid': 'E1', 'etype': 'credential_access', 'text': 'Accessed browser credential stores and attempted to extract saved passwords.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Collected cookies, session tokens, and autofill data from browser storage.'}, {'eid': 'E3', 'etype': 'exfiltration', 'text': 'Uploaded staged archives via HTTPS POST; payload contained credential-related artifacts.'}, {'eid': 'E4', 'etype': 'persistence', 'text': 'Added a Run key for periodic execution.'}, {'eid': 'E5', 'etype': 'c2', 'text': 'Connected to a remote endpoint to fetch exfiltration parameters and upload paths.'}]",Infostealer,"{'modify_c2': 'Infostealer', 'remove_persistence': 'Infostealer', 'remove_credential_access': 'Benign'}"
INFOSTEALER_016,Infostealer,"[{'eid': 'E1', 'etype': 'credential_access', 'text': 'Accessed browser credential stores and attempted to extract saved passwords.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Collected cookies, session tokens, and autofill data from browser storage.'}, {'eid': 'E3', 'etype': 'exfiltration', 'text': 'Posted an archive of collected artifacts to a remote endpoint over HTTP.'}, {'eid': 'E4', 'etype': 'persistence', 'text': 'Created a scheduled task to execute every 30 minutes.'}, {'eid': 'E5', 'etype': 'c2', 'text': 'Connected to a remote endpoint to fetch exfiltration parameters and upload paths.'}]",Infostealer,"{'modify_c2': 'Infostealer', 'remove_persistence': 'Infostealer', 'remove_credential_access': 'Benign'}"
INFOSTEALER_017,Infostealer,"[{'eid': 'E1', 'etype': 'credential_access', 'text': 'Enumerated browser profiles and attempted to decrypt stored credentials.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Enumerated local files for common secrets (wallets, tokens) and staged them for upload.'}, {'eid': 'E3', 'etype': 'exfiltration', 'text': 'Compressed collected data and transmitted via HTTP multipart POST to an external endpoint.'}, {'eid': 'E4', 'etype': 'persistence', 'text': 'Installed a user-level autostart entry for persistence.'}, {'eid': 'E5', 'etype': 'c2', 'text': 'Connected to a remote endpoint to fetch exfiltration parameters and upload paths.'}]",Infostealer,"{'modify_c2': 'Infostealer', 'remove_persistence': 'Infostealer', 'remove_credential_access': 'Benign'}"
INFOSTEALER_018,Infostealer,"[{'eid': 'E1', 'etype': 'credential_access', 'text': 'Accessed browser credential stores and attempted to extract saved passwords.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Searched for credential artifacts and staged them into a temporary archive.'}, {'eid': 'E3', 'etype': 'exfiltration', 'text': 'Uploaded staged archives via HTTPS POST; payload contained credential-related artifacts.'}, {'eid': 'E4', 'etype': 'persistence', 'text': 'Installed a user-level autostart entry for persistence.'}, {'eid': 'E5', 'etype': 'c2', 'text': 'Connected to a remote endpoint to fetch exfiltration parameters and upload paths.'}]",Infostealer,"{'modify_c2': 'Infostealer', 'remove_persistence': 'Infostealer', 'remove_credential_access': 'Benign'}"
INFOSTEALER_019,Infostealer,"[{'eid': 'E1', 'etype': 'credential_access', 'text': 'Read login data from Chromium profile directories; queried credential databases.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Searched for credential artifacts and staged them into a temporary archive.'}, {'eid': 'E3', 'etype': 'exfiltration', 'text': 'Posted an archive of collected artifacts to a remote endpoint over HTTP.'}, {'eid': 'E4', 'etype': 'persistence', 'text': 'Added a Run key for periodic execution.'}, {'eid': 'E5', 'etype': 'c2', 'text': 'Connected to a remote endpoint to fetch exfiltration parameters and upload paths.'}]",Infostealer,"{'modify_c2': 'Infostealer', 'remove_persistence': 'Infostealer', 'remove_credential_access': 'Benign'}"
INFOSTEALER_020,Infostealer,"[{'eid': 'E1', 'etype': 'credential_access', 'text': 'Enumerated browser profiles and attempted to decrypt stored credentials.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Searched for credential artifacts and staged them into a temporary archive.'}, {'eid': 'E3', 'etype': 'exfiltration', 'text': 'Posted an archive of collected artifacts to a remote endpoint over HTTP.'}, {'eid': 'E4', 'etype': 'persistence', 'text': 'Created a scheduled task to execute every 30 minutes.'}, {'eid': 'E5', 'etype': 'c2', 'text': 'Queried a remote endpoint for configuration and exfil destinations.'}]",Infostealer,"{'modify_c2': 'Infostealer', 'remove_persistence': 'Infostealer', 'remove_credential_access': 'Benign'}"
INFOSTEALER_021,Infostealer,"[{'eid': 'E1', 'etype': 'credential_access', 'text': 'Read login data from Chromium profile directories; queried credential databases.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Enumerated local files for common secrets (wallets, tokens) and staged them for upload.'}, {'eid': 'E3', 'etype': 'exfiltration', 'text': 'Posted an archive of collected artifacts to a remote endpoint over HTTP.'}, {'eid': 'E4', 'etype': 'persistence', 'text': 'Installed a user-level autostart entry for persistence.'}, {'eid': 'E5', 'etype': 'c2', 'text': 'Issued periodic requests to a controller endpoint to obtain tasking and upload URLs.'}]",Infostealer,"{'modify_c2': 'Infostealer', 'remove_persistence': 'Infostealer', 'remove_credential_access': 'Benign'}"
INFOSTEALER_022,Infostealer,"[{'eid': 'E1', 'etype': 'credential_access', 'text': 'Read login data from Chromium profile directories; queried credential databases.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Searched for credential artifacts and staged them into a temporary archive.'}, {'eid': 'E3', 'etype': 'exfiltration', 'text': 'Uploaded staged archives via HTTPS POST; payload contained credential-related artifacts.'}, {'eid': 'E4', 'etype': 'persistence', 'text': 'Created a scheduled task to execute every 30 minutes.'}, {'eid': 'E5', 'etype': 'c2', 'text': 'Connected to a remote endpoint to fetch exfiltration parameters and upload paths.'}]",Infostealer,"{'modify_c2': 'Infostealer', 'remove_persistence': 'Infostealer', 'remove_credential_access': 'Benign'}"
INFOSTEALER_023,Infostealer,"[{'eid': 'E1', 'etype': 'credential_access', 'text': 'Accessed browser credential stores and attempted to extract saved passwords.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Collected cookies, session tokens, and autofill data from browser storage.'}, {'eid': 'E3', 'etype': 'exfiltration', 'text': 'Uploaded staged archives via HTTPS POST; payload contained credential-related artifacts.'}, {'eid': 'E4', 'etype': 'persistence', 'text': 'Created a scheduled task to execute every 30 minutes.'}, {'eid': 'E5', 'etype': 'c2', 'text': 'Queried a remote endpoint for configuration and exfil destinations.'}]",Infostealer,"{'modify_c2': 'Infostealer', 'remove_persistence': 'Infostealer', 'remove_credential_access': 'Benign'}"
INFOSTEALER_024,Infostealer,"[{'eid': 'E1', 'etype': 'credential_access', 'text': 'Enumerated browser profiles and attempted to decrypt stored credentials.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Collected cookies, session tokens, and autofill data from browser storage.'}, {'eid': 'E3', 'etype': 'exfiltration', 'text': 'Posted an archive of collected artifacts to a remote endpoint over HTTP.'}, {'eid': 'E4', 'etype': 'persistence', 'text': 'Created a scheduled task to execute every 30 minutes.'}, {'eid': 'E5', 'etype': 'c2', 'text': 'Connected to a remote endpoint to fetch exfiltration parameters and upload paths.'}]",Infostealer,"{'modify_c2': 'Infostealer', 'remove_persistence': 'Infostealer', 'remove_credential_access': 'Benign'}"
INFOSTEALER_025,Infostealer,"[{'eid': 'E1', 'etype': 'credential_access', 'text': 'Accessed browser credential stores and attempted to extract saved passwords.'}, {'eid': 'E2', 'etype': 'other', 'text': 'Searched for credential artifacts and staged them into a temporary archive.'}, {'eid': 'E3', 'etype': 'exfiltration', 'text': 'Posted an archive of collected artifacts to a remote endpoint over HTTP.'}, {'eid': 'E4', 'etype': 'persistence', 'text': 'Created a scheduled task to execute every 30 minutes.'}, {'eid': 'E5', 'etype': 'c2', 'text': 'Connected to a remote endpoint to fetch exfiltration parameters and upload paths.'}]",Infostealer,"{'modify_c2': 'Infostealer', 'remove_persistence': 'Infostealer', 'remove_credential_access': 'Benign'}"
BACKDOOR_001,Backdoor,"[{'eid': 'E1', 'etype': 'c2', 'text': 'Maintained a persistent connection to a remote command-and-control server.'}, {'eid': 'E2', 'etype': 'persistence', 'text': 'Installed a service configured to start automatically at boot.'}, {'eid': 'E3', 'etype': 'privilege', 'text': 'Tried to elevate privileges using process injection and token impersonation.'}, {'eid': 'E4', 'etype': 'other', 'text': 'Executed system commands received from the remote endpoint.'}, {'eid': 'E5', 'etype': 'filesystem', 'text': 'Created a hidden copy of an executable under user profile directories.'}]",Backdoor,"{'modify_c2': 'Backdoor', 'remove_persistence': 'Backdoor', 'remove_c2': 'Generic Malware'}"
BACKDOOR_002,Backdoor,"[{'eid': 'E1', 'etype': 'c2', 'text': 'Maintained a persistent connection to a remote command-and-control server.'}, {'eid': 'E2', 'etype': 'persistence', 'text': 'Created an autostart entry and configured it for persistence.'}, {'eid': 'E3', 'etype': 'privilege', 'text': 'Performed privilege escalation attempts consistent with maintaining control.'}, {'eid': 'E4', 'etype': 'other', 'text': 'Spawned command shells to run remote instructions.'}, {'eid': 'E5', 'etype': 'filesystem', 'text': 'Dropped an implant binary into an application data directory.'}]",Backdoor,"{'modify_c2': 'Backdoor', 'remove_persistence': 'Backdoor', 'remove_c2': 'Generic Malware'}"
BACKDOOR_003,Backdoor,"[{'eid': 'E1', 'etype': 'c2', 'text': 'Opened a long-lived connection consistent with remote access C2 behavior.'}, {'eid': 'E2', 'etype': 'persistence', 'text': 'Installed a service configured to start automatically at boot.'}, {'eid': 'E3', 'etype': 'privilege', 'text': 'Performed privilege escalation attempts consistent with maintaining control.'}, {'eid': 'E4', 'etype': 'other', 'text': 'Launched processes consistent with remote operator tasking.'}, {'eid': 'E5', 'etype': 'filesystem', 'text': 'Created a hidden copy of an executable under user profile directories.'}]",Backdoor,"{'modify_c2': 'Backdoor', 'remove_persistence': 'Backdoor', 'remove_c2': 'Generic Malware'}"
BACKDOOR_004,Backdoor,"[{'eid': 'E1', 'etype': 'c2', 'text': 'Established a beaconing channel and awaited remote commands.'}, {'eid': 'E2', 'etype': 'persistence', 'text': 'Installed a service configured to start automatically at boot.'}, {'eid': 'E3', 'etype': 'privilege', 'text': 'Tried to elevate privileges using process injection and token impersonation.'}, {'eid': 'E4', 'etype': 'other', 'text': 'Spawned command shells to run remote instructions.'}, {'eid': 'E5', 'etype': 'filesystem', 'text': 'Dropped an implant binary into an application data directory.'}]",Backdoor,"{'modify_c2': 'Backdoor', 'remove_persistence': 'Backdoor', 'remove_c2': 'Generic Malware'}"
BACKDOOR_005,Backdoor,"[{'eid': 'E1', 'etype': 'c2', 'text': 'Maintained a persistent connection to a remote command-and-control server.'}, {'eid': 'E2', 'etype': 'persistence', 'text': 'Installed a service configured to start automatically at boot.'}, {'eid': 'E3', 'etype': 'privilege', 'text': 'Performed privilege escalation attempts consistent with maintaining control.'}, {'eid': 'E4', 'etype': 'other', 'text': 'Spawned command shells to run remote instructions.'}, {'eid': 'E5', 'etype': 'filesystem', 'text': 'Wrote a secondary payload to disk and executed it.'}]",Backdoor,"{'modify_c2': 'Backdoor', 'remove_persistence': 'Backdoor', 'remove_c2': 'Generic Malware'}"
BACKDOOR_006,Backdoor,"[{'eid': 'E1', 'etype': 'c2', 'text': 'Established a beaconing channel and awaited remote commands.'}, {'eid': 'E2', 'etype': 'persistence', 'text': 'Created an autostart entry and configured it for persistence.'}, {'eid': 'E3', 'etype': 'privilege', 'text': 'Tried to elevate privileges using process injection and token impersonation.'}, {'eid': 'E4', 'etype': 'other', 'text': 'Launched processes consistent with remote operator tasking.'}, {'eid': 'E5', 'etype': 'filesystem', 'text': 'Dropped an implant binary into an application data directory.'}]",Backdoor,"{'modify_c2': 'Backdoor', 'remove_persistence': 'Backdoor', 'remove_c2': 'Generic Malware'}"
BACKDOOR_007,Backdoor,"[{'eid': 'E1', 'etype': 'c2', 'text': 'Opened a long-lived connection consistent with remote access C2 behavior.'}, {'eid': 'E2', 'etype': 'persistence', 'text': 'Deployed a startup mechanism to ensure the implant runs after reboot.'}, {'eid': 'E3', 'etype': 'privilege', 'text': 'Performed privilege escalation attempts consistent with maintaining control.'}, {'eid': 'E4', 'etype': 'other', 'text': 'Executed system commands received from the remote endpoint.'}, {'eid': 'E5', 'etype': 'filesystem', 'text': 'Dropped an implant binary into an application data directory.'}]",Backdoor,"{'modify_c2': 'Backdoor', 'remove_persistence': 'Backdoor', 'remove_c2': 'Generic Malware'}"
BACKDOOR_008,Backdoor,"[{'eid': 'E1', 'etype': 'c2', 'text': 'Established a beaconing channel and awaited remote commands.'}, {'eid': 'E2', 'etype': 'persistence', 'text': 'Deployed a startup mechanism to ensure the implant runs after reboot.'}, {'eid': 'E3', 'etype': 'privilege', 'text': 'Tried to elevate privileges using process injection and token impersonation.'}, {'eid': 'E4', 'etype': 'other', 'text': 'Executed system commands received from the remote endpoint.'}, {'eid': 'E5', 'etype': 'filesystem', 'text': 'Dropped an implant binary into an application data directory.'}]",Backdoor,"{'modify_c2': 'Backdoor', 'remove_persistence': 'Backdoor', 'remove_c2': 'Generic Malware'}"
BACKDOOR_009,Backdoor,"[{'eid': 'E1', 'etype': 'c2', 'text': 'Maintained a persistent connection to a remote command-and-control server.'}, {'eid': 'E2', 'etype': 'persistence', 'text': 'Installed a service configured to start automatically at boot.'}, {'eid': 'E3', 'etype': 'privilege', 'text': 'Performed privilege escalation attempts consistent with maintaining control.'}, {'eid': 'E4', 'etype': 'other', 'text': 'Spawned command shells to run remote instructions.'}, {'eid': 'E5', 'etype': 'filesystem', 'text': 'Dropped an implant binary into an application data directory.'}]",Backdoor,"{'modify_c2': 'Backdoor', 'remove_persistence': 'Backdoor', 'remove_c2': 'Generic Malware'}"
BACKDOOR_010,Backdoor,"[{'eid': 'E1', 'etype': 'c2', 'text': 'Established a beaconing channel and awaited remote commands.'}, {'eid': 'E2', 'etype': 'persistence', 'text': 'Installed a service configured to start automatically at boot.'}, {'eid': 'E3', 'etype': 'privilege', 'text': 'Tried to elevate privileges using process injection and token impersonation.'}, {'eid': 'E4', 'etype': 'other', 'text': 'Spawned command shells to run remote instructions.'}, {'eid': 'E5', 'etype': 'filesystem', 'text': 'Dropped an implant binary into an application data directory.'}]",Backdoor,"{'modify_c2': 'Backdoor', 'remove_persistence': 'Backdoor', 'remove_c2': 'Generic Malware'}"
BACKDOOR_011,Backdoor,"[{'eid': 'E1', 'etype': 'c2', 'text': 'Maintained a persistent connection to a remote command-and-control server.'}, {'eid': 'E2', 'etype': 'persistence', 'text': 'Created an autostart entry and configured it for persistence.'}, {'eid': 'E3', 'etype': 'privilege', 'text': 'Performed privilege escalation attempts consistent with maintaining control.'}, {'eid': 'E4', 'etype': 'other', 'text': 'Executed system commands received from the remote endpoint.'}, {'eid': 'E5', 'etype': 'filesystem', 'text': 'Dropped an implant binary into an application data directory.'}]",Backdoor,"{'modify_c2': 'Backdoor', 'remove_persistence': 'Backdoor', 'remove_c2': 'Generic Malware'}"
